property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,dlf regal gardens,sector 90,1.17,6709.0,1744.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3,15.0,North,Relatively New,1744.0,1630.0,1290.0,0,0,0,0,0,0,136
house,independent,sector 9a,4.5,14268.0,3153.8226999999997,Plot area 14(354.1 sq.m.),9,9,3+,3.0,not available,Relatively New,,126.0,,1,0,1,0,1,0,38
flat,orchid island,sector 51,1.7,10652.0,1596.0,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,West,Moderately Old,,,1596.0,0,1,1,0,0,1,90
flat,emaar palm gardens,sector 83,1.8,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,4,3+,6.0,South-West,Relatively New,,,1500.0,0,0,0,1,0,0,96
flat,bestech park view sanskruti,sector 92,1.55,7769.0,1995.0,Super Built up area 1995(185.34 sq.m.),3,4,3,8.0,North,Relatively New,1995.0,,,0,0,0,1,0,0,49
flat,raheja sampada,sector 92,0.9,6569.0,1370.0,Super Built up area 1370(127.28 sq.m.),3,2,3,11.0,East,Relatively New,1370.0,,,0,0,0,0,0,0,88
house,independent,sector 39,1.8,19908.0,904.1676,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),1,1,2,3.0,North-East,Relatively New,,800.0,720.0,0,0,0,0,0,0,0
flat,ats kocoon,sector 109,1.75,10029.0,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,10.0,North-East,Relatively New,1745.0,1550.0,1250.0,0,0,1,0,0,0,49
house,independent,sector 43,9.85,26146.0,3767.365,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,,3762.0,,0,0,1,1,1,0,21
house,bptp astaire gardens,sector 70a,6.5,24155.0,2690.975,Plot area 299(250 sq.m.),4,4,3+,2.0,North-East,New Property,,2691.0,,0,0,1,1,1,0,160
flat,corona optus,sector 37c,1.4,7035.0,1990.0,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3,3,3+,4.0,South,Relatively New,1990.0,1890.0,1790.0,0,0,0,1,0,0,149
flat,experion the heartsong,sector 108,1.7,8487.0,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3,4,3+,14.0,South-East,Relatively New,2003.0,1500.29,1140.98,0,0,0,1,0,1,119
flat,corona optus,sector 37c,1.43,7186.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,2.0,North,Relatively New,1990.0,,1680.0,1,0,0,1,0,0,49
flat,hector trimurti heights,sector 39,1.5,6383.0,2350.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,Old Property,,,2350.0,0,0,0,1,0,2,49
flat,gls arawali homes,sohna road,0.28,5983.0,468.0,Carpet area: 468 (43.48 sq.m.),2,2,2,3.0,not available,Relatively New,,,468.0,0,0,0,0,0,1,42
flat,piedmont taksila heights,sector 37c,1.05,4792.0,2191.0,Super Built up area 1920(178.37 sq.m.),3,3,3,7.0,not available,Relatively New,1920.0,,,0,0,0,0,0,0,81
house,independent,sector 26,15.0,33338.0,4499.3102,Built Up area: 4500 (418.06 sq.m.),4,4,3,3.0,not available,Moderately Old,,4500.0,,0,1,0,1,0,0,36
flat,godrej meridien,sector 106,3.2,16000.0,2000.0,Carpet area: 2002 (185.99 sq.m.),3,3,3+,6.0,not available,Undefined,,,2002.0,0,0,0,1,0,1,49
flat,ireo skyon,sector 60,3.0,12484.0,2403.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,5.0,North-East,Relatively New,2403.0,2400.0,2200.0,0,0,0,1,0,0,174
flat,indiabulls enigma,sector 110,4.0,9850.0,4061.0,Built Up area: 3350 (311.23 sq.m.),4,4,3,17.0,not available,New Property,,3350.0,,0,0,0,0,0,0,59
flat,ambience creacions,sector 22,4.63,14984.0,3090.0,Super Built up area 3090(287.07 sq.m.),3,5,3+,5.0,North-East,New Property,3090.0,,,1,0,0,1,0,1,120
house,independent,sohna road,0.95,991.0,9585.0,Plot area 1065(98.94 sq.m.),10,10,3+,3.0,not available,New Property,,9585.0,,0,0,0,0,0,1,0
flat,ansal api esencia,sector 67,1.0,6435.0,1554.0,Super Built up area 1554(144.37 sq.m.),3,3,3+,2.0,not available,Moderately Old,1554.0,,,0,0,0,0,0,1,9
flat,ss the leaf,sector 85,1.1,9378.0,1173.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1173 sq.ft. (108.98 sq.m.)Carpet area: 882 sq.ft. (81.94 sq.m.),2,2,3,12.0,North,Relatively New,1640.0,1173.0,882.0,0,0,0,0,1,1,75
flat,signature global grand iva,sector 103,0.5,6250.0,800.0,Super Built up area 800(74.32 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2,2,2,10.0,not available,Relatively New,800.0,,605.0,0,0,0,0,0,1,8
house,independent,sector 7,0.45,556.0,8100.0,Plot area 900(83.61 sq.m.),3,2,1,2.0,North-West,Old Property,,8100.0,,1,0,0,0,0,1,12
flat,vatika city,sector 49,2.1,10417.0,2016.0,Super Built up area 2015.58(187.25 sq.m.)Built Up area: 1604.25 sq.ft. (149.04 sq.m.),3,3,3,9.0,South,Moderately Old,2015.58,1604.25,,0,0,1,0,0,0,132
flat,ss the leaf,sector 85,1.14,6433.0,1772.0,Super Built up area 1772(164.62 sq.m.),2,2,3,16.0,South,Relatively New,1772.0,,,0,0,0,0,0,0,44
house,independent,sector 15,1.07,1321.0,8100.0,Plot area 900(83.61 sq.m.),2,2,1,1.0,not available,Old Property,,8100.0,,0,0,0,1,0,0,7
house,surendra homes dayanand colony,sector 6,0.75,15484.0,484.3755,Built Up area: 480 (44.59 sq.m.),4,4,2,1.0,not available,Undefined,,480.0,,0,0,0,0,0,1,0
flat,mm soulitude,sector 89,1.0,9066.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,not available,New Property,,,1103.0,0,0,0,0,1,0,49
flat,signature global city a,sector 63a,1.55,14776.0,1049.0,Carpet area: 1050 (97.55 sq.m.),2,2,2,2.0,not available,Under Construction,,,1050.0,0,0,0,0,0,0,0
flat,sare homes,sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3,2,3,4.0,not available,Moderately Old,,,1200.0,0,0,0,0,0,0,49
flat,vatika lifestyle homes,sector 83,1.05,6562.0,1600.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1.0,South-West,Moderately Old,1755.0,1600.0,1400.0,0,0,0,0,0,0,106
house,unitech espace,sector 50,11.5,35495.0,3239.9339,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,,3240.0,,0,0,0,0,0,1,0
flat,aipl zen residences,sector 70a,1.75,10258.0,1706.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,4,3+,20.0,North-East,Relatively New,,1706.0,1050.0,1,0,0,0,0,2,49
house,independent,sector 31,4.6,32375.0,1420.8347999999999,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,,1426.0,1069.0,0,0,0,0,0,0,0
flat,indiabulls centrum park,sector 103,1.05,5859.0,1792.0,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,West,Relatively New,,1365.0,900.0,0,0,0,0,0,0,51
flat,gls avenue,sector 92,0.39,6075.0,642.0,Carpet area: 641.74 (59.62 sq.m.),3,3,3+,6.0,North,Relatively New,,,641.743718,0,0,0,0,0,0,104
house,independent,sector 105,1.2,1125.0,10669.59,Plot area 1185.51(110.14 sq.m.),6,2,1,2.0,North-West,Old Property,,10669.59,,0,0,0,0,0,0,9
flat,signature global park,sohna road,0.72,5990.0,1202.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3.0,North-West,Relatively New,1210.0,,,0,0,1,0,0,1,158
house,independent,sector 46,5.5,23017.0,2389.5858,Plot area 265(221.57 sq.m.),8,8,3+,3.0,not available,Moderately Old,,2385.0,,1,0,0,0,1,0,32
flat,smart world orchard,sector 61,1.47,12783.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,East,Undefined,,,1150.0,0,0,0,0,1,1,31
flat,dlf the ultima,sector 81,2.35,11175.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,South,Relatively New,2103.0,1550.0,1257.0,1,0,1,1,1,2,49
flat,ats kocoon,sector 109,2.22,10597.0,2095.0,Super Built up area 2095(194.63 sq.m.),3,3,3,20.0,East,Relatively New,2095.0,,,1,0,0,1,0,1,79
flat,mm woodshire,sector 107,0.9,6589.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,10.0,not available,Relatively New,1366.0,,,1,0,0,0,0,0,0
house,independent,sector 12,0.65,6493.0,1001.0427,Carpet area: 1000 (92.9 sq.m.),6,2,3,1.0,not available,Undefined,,,1000.0,0,0,0,0,0,0,0
flat,vatika city homes,sector 83,1.08,6207.0,1740.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,6.0,South-West,Relatively New,1740.0,,1350.0,0,1,0,0,0,0,111
house,ansals palam vihar,sector 2,2.75,17620.0,1560.7655,Plot area 173(144.65 sq.m.),3,3,3,2.0,not available,Moderately Old,,1557.0,,0,0,1,0,1,0,15
flat,experion windchants,sector 112,3.65,12310.0,2965.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,4,3+,14.0,South,Relatively New,2802.0,2225.56,,0,0,0,1,0,0,150
flat,mm heights,sector 65,3.0,17996.0,1667.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,South-East,Under Construction,1828.0,,,0,0,0,0,0,1,60
flat,mapsko casa bella,sector 82,1.3,6379.0,2038.0,Super Built up area 1960(182.09 sq.m.),4,4,3+,1.0,North,Relatively New,1960.0,,,0,0,0,1,0,0,130
house,independent,sector 46,3.6,24774.0,1453.1264999999999,Plot area 161(134.62 sq.m.),5,5,3+,3.0,South-East,Moderately Old,,1449.0,,0,0,0,1,0,0,75
flat,ramprastha skyz,sector 37d,1.25,7251.0,1724.0,Built Up area: 1725 (160.26 sq.m.),3,3,3+,2.0,North-East,Undefined,,1725.0,,0,0,0,0,0,1,8
flat,ireo victory valley,sector 67,2.99,11832.0,2527.0,Super Built up area 2527(234.77 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3,4.0,East,Relatively New,2527.0,2200.0,2100.0,0,0,0,1,0,0,37
house,independent,sector 41,9.0,27778.0,3239.9339,Plot area 360(301.01 sq.m.),8,5,3+,3.0,not available,Old Property,,3240.0,,0,1,1,1,0,0,26
flat,dlf the ultima,sector 81,2.2,10461.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,5.0,East,Relatively New,2103.0,1570.0,1257.0,1,0,1,1,1,2,49
flat,ambience creacions,sector 22,2.0,14493.0,1380.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,9.0,East,Relatively New,,,1380.0,0,0,0,0,0,1,49
house,vipul tatvam villa,sector 48,19.5,22228.0,8772.5785,Plot area 975(815.22 sq.m.),5,6,3,2.0,North,Moderately Old,,8775.0,,0,1,1,1,1,0,110
flat,dlf regal gardens,sector 90,1.25,7340.0,1703.0,Super Built up area 1703(158.21 sq.m.),3,3,3,28.0,North,Moderately Old,1703.0,,,0,0,0,1,0,0,38
house,independent,sector 11,2.5,13514.0,1850.0,Plot area 1400(130.06 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.),5,4,3,1.0,East,Old Property,,1850.0,,0,1,0,0,0,1,0
flat,dnha cghs,sector 1,0.85,3864.0,2200.0,Built Up area: 2200 (204.39 sq.m.),3,3,0,5.0,not available,Undefined,,2200.0,,0,0,0,0,0,0,0
house,huda ashok vihar phase,sector 4,0.7,1137.0,6156.0,Plot area 684(63.55 sq.m.),3,2,1,2.0,North-East,New Property,,6156.0,,0,0,0,0,1,0,7
flat,emaar digihomes,sector 62,3.95,15263.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3,3,3,33.0,East,New Property,,,2588.0,0,0,0,1,0,0,49
flat,deepak minda,manesar,1.2,4528.0,2650.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,North-West,Moderately Old,,,2650.0,0,0,0,1,0,1,7
house,independent,sector 50,6.5,21644.0,3003.1281,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,not available,Undefined,,3000.0,,0,0,0,0,0,0,0
flat,bptp astaire gardens,sector 70a,1.2,7059.0,1700.0,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,2.0,not available,Relatively New,1700.0,1450.0,,0,0,0,0,0,2,38
house,independent,sector 28,1.39,9586.0,1450.0,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,1,3.0,North-East,Old Property,,1450.0,1200.0,0,1,0,0,0,0,37
flat,central park flower valley,sector 33,1.79,11251.0,1591.0,Super Built up area 1789(166.2 sq.m.),3,3,3,3.0,South,Old Property,1789.0,,,0,0,0,0,0,1,71
flat,ss the leaf,sector 85,1.05,6402.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,6.0,North-East,Relatively New,1640.0,,,1,0,0,0,0,1,49
flat,rof aindependentda,sector 95,0.55,5500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,East,New Property,1000.0,,745.0,0,0,0,0,1,2,30
flat,bestech park view residency,sector 2,1.4,7865.0,1780.0,Super Built up area 1780(165.37 sq.m.),3,3,3+,8.0,South-West,Moderately Old,1780.0,,,0,0,0,0,0,1,92
flat,mrg world ultimus,sector 90,0.5,6983.0,716.0,Carpet area: 716 (66.52 sq.m.),2,2,2,1.0,North-East,Undefined,,,716.0,0,0,0,0,0,0,21
flat,oriental valley chs,sector 9a,1.5,9091.0,1650.0,Carpet area: 1650 (153.29 sq.m.),4,3,3+,8.0,not available,Relatively New,,,1650.0,0,0,0,0,0,0,8
flat,ss the coralwood,sector 84,1.1,4857.0,2265.0,Super Built up area 1750(162.58 sq.m.),3,3,2,9.0,North,Relatively New,1750.0,,,0,0,0,0,0,1,75
flat,shyam apartment,sector 3,0.26,3714.0,700.0,Super Built up area 700(65.03 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2,1,2,2.0,not available,Relatively New,700.0,,530.0,0,0,0,0,0,1,0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,4.0,North,Relatively New,1650.0,,,0,0,0,1,0,0,83
house,independent,sector 43,3.0,53598.0,559.7228,Plot area 62(51.84 sq.m.),12,12,3+,5.0,West,New Property,,558.0,,1,0,0,0,0,2,20
flat,ss the leaf,sector 85,1.12,6452.0,1736.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),2,2,3,10.0,East,Relatively New,1741.0,1485.0,1335.0,1,0,0,0,0,0,49
flat,emaar mgf emerald estate,sector 65,1.7,21014.0,809.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,7.0,South-East,Relatively New,1395.0,,809.0,0,0,0,0,1,0,116
house,independent,sector 9,0.42,9290.0,452.0838,Built Up area: 450 (41.81 sq.m.),5,3,2,2.0,not available,Undefined,,450.0,,0,0,0,0,0,0,0
flat,vatika the seven lamps,sector 82,0.78,5932.0,1315.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,Relatively New,1298.0,,,0,0,0,0,0,0,103
house,independent,sector 4,0.5,1029.0,4860.0,Plot area 540(50.17 sq.m.),5,3,2,3.0,West,Old Property,,4860.0,,0,0,0,0,0,0,0
flat,adani mk oyster grande,sector 102,2.5,7817.0,3198.0,Super Built up area 3198(297.1 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),4,5,3+,10.0,North-East,Relatively New,3198.0,2600.0,2350.0,0,0,1,1,0,0,174
flat,emaar gurgaon greens,sector 102,1.35,8182.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9.0,North-East,Relatively New,1650.0,,1022.58,0,0,0,1,0,1,100
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,2276.0,Super Built up area 2162(200.86 sq.m.),4,4,3+,15.0,North-East,Relatively New,2162.0,,,0,0,0,0,0,1,108
flat,ireo the corridors,sector 67a,1.8,9370.0,1921.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3,3,2,3.0,North,New Property,1921.0,,1227.96,0,1,0,0,1,0,150
flat,ild greens,sector 37c,1.05,7500.0,1400.0,Super Built up area 1875(174.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,not available,New Property,1875.0,1500.0,1400.0,0,0,0,0,0,0,5
house,dlf city plots,sector 26,13.5,29862.0,4520.838,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately Old,,4518.0,,1,0,0,1,1,0,104
house,independent,sector 2,0.4,7584.0,527.4311,Carpet area: 525 (48.77 sq.m.),2,2,1,1.0,not available,Relatively New,,,525.0,0,0,0,0,0,1,0
flat,imperia elvedor,sector 37c,0.55,8221.0,669.0,Built Up area: 669 (62.15 sq.m.),1,1,0,5.0,not available,Undefined,,669.0,,0,0,0,0,0,1,0
house,independent,sector 105,0.74,7392.0,1001.0427,Built Up area: 1000 (92.9 sq.m.),3,3,0,2.0,not available,Undefined,,1000.0,,0,0,0,0,0,0,0
flat,smart world gems,sector 89,0.9,8160.0,1103.0,Super Built up area 1103(102.47 sq.m.),2,2,2,2.0,East,New Property,1103.0,,,1,0,0,0,1,0,44
flat,godrej habitat,sector 3,1.2,8310.0,1444.0,Super Built up area 1444(134.15 sq.m.),2,2,3,0.0,not available,Undefined,1444.0,,,0,0,0,0,0,0,60
flat,breez global heights,sohna road,0.46,6479.0,710.0,Carpet area: 710 (65.96 sq.m.),2,2,2,6.0,East,Relatively New,,,710.0,0,0,0,0,0,2,49
flat,signature global solera,sector 107,0.28,5726.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,10.0,South,Relatively New,,,489.0,0,0,0,0,0,0,38
flat,navjyoti apartment,sector 38,2.1,11939.0,1759.0,Carpet area: 1759 (163.42 sq.m.),4,4,3+,10.0,North,Old Property,,,1759.0,0,0,0,0,0,2,22
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2,2,2,9.0,not available,New Property,900.0,,587.0,0,0,0,0,0,0,60
flat,emaar palm gardens,sector 83,1.76,9263.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6.0,North-West,Relatively New,1900.0,1500.0,1240.0,0,0,0,1,0,0,165
house,adani brahma samsara,sector 60,18.02,28184.0,6393.7566,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,Relatively New,,6390.0,,0,0,0,1,0,0,146
flat,mm woodshire,sector 107,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,0.0,North-East,Relatively New,1534.0,,1056.0,0,0,0,0,1,1,29
house,unitech escape,sector 50,12.0,37038.0,3239.9339,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,Undefined,,,360.0,0,0,0,0,0,1,66
flat,mm heights,sector 65,2.8,14997.0,1867.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,North-East,Undefined,1828.0,,,0,0,0,0,0,1,91
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,824.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,Relatively New,1359.0,,824.0,0,0,0,0,0,1,49
house,sushant lok builder floors,sector 43,6.25,30722.0,2034.3771,Plot area 226(188.96 sq.m.),7,7,3+,3.0,North,Moderately Old,,2034.0,,0,1,0,1,1,0,46
flat,godrej nature plus,sector 33,1.25,9025.0,1385.0,Carpet area: 1385 (128.67 sq.m.),2,2,3+,15.0,not available,Under Construction,,,1385.0,0,0,0,0,0,1,44
flat,mm skywalk,sector 74,1.48,12333.0,1200.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,13.0,North-East,Relatively New,1400.0,1300.0,1200.0,0,1,0,0,0,0,158
flat,vatika gurgaon,sector 83,1.05,7000.0,1500.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,South-West,Relatively New,1735.0,,1500.0,0,1,0,0,0,0,79
house,luxury dlf city floors,sector 26,8.25,45895.0,1797.5712999999998,Plot area 200(167.23 sq.m.),12,12,3+,4.0,North,New Property,,1800.0,,0,0,0,1,0,0,105
flat,sobha city,sector 108,2.5,14611.0,1711.0,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3,3,2,19.0,East,New Property,1711.0,1480.0,1111.44,0,0,0,0,0,1,166
flat,rwa,sector 7,0.48,6000.0,800.0,Carpet area: 800 (74.32 sq.m.),3,2,1,1.0,North-East,New Property,,,800.0,0,0,0,0,0,1,21
flat,kiran residency,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,5.0,North,Old Property,2000.0,1800.0,1700.0,1,0,1,1,0,0,166
flat,tarc maceo,sector 91,0.9,6870.0,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,13.0,East,Relatively New,1310.0,,,0,0,0,0,0,2,67
flat,emaar gurgaon greens,sector 102,1.4,8485.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,3.0,East,Relatively New,1650.0,,1022.58,0,0,0,1,0,0,60
house,independent,sector 12,1.35,6579.0,2052.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),5,5,1,3.0,not available,Old Property,,2052.0,,0,0,0,0,0,0,31
flat,mapsko royale ville,sector 82,1.12,6257.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,North-East,Relatively New,1790.0,,1400.0,0,0,1,0,0,0,49
flat,corona optus,sector 37c,1.25,7176.0,1742.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,North-West,Relatively New,1735.0,,1400.0,0,0,0,0,1,0,49
flat,experion the heartsong,sector 108,1.36,6542.0,2079.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3,2,3+,2.0,not available,Relatively New,1758.0,,986.0,0,0,0,1,1,0,77
flat,tulip violet,sector 69,1.66,10134.0,1638.0,Super Built up area 1638(152.18 sq.m.),3,3,2,0.0,South-West,Relatively New,1638.0,,,0,0,0,0,0,1,157
flat,sare crescent parc royal greens phase,sector 92,1.25,5833.0,2143.0,Super Built up area 2143(199.09 sq.m.),4,4,3,20.0,East,Relatively New,2143.0,,,0,0,0,1,0,0,60
flat,hcbs sports ville,sohna road,0.24,7407.0,324.0,Carpet area: 324 (30.1 sq.m.),1,1,2,1.0,North,New Property,,,324.0,0,0,0,0,0,0,68
flat,ss the leaf,sector 85,1.3,7927.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,2,17.0,not available,New Property,1640.0,,,0,0,0,0,0,1,90
house,vipul world,sector 48,3.35,5588.0,5995.4923,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,South,Undefined,,6000.0,,0,0,0,0,0,1,53
flat,orris carnation residency,sector 85,0.72,4881.0,1475.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,2,9.0,West,Moderately Old,1475.0,1350.0,1250.0,1,0,0,0,0,0,49
flat,tulip violet,sector 69,1.43,8888.0,1609.0,Super Built up area 1608(149.39 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,2,1.0,South-West,Relatively New,1608.0,,1039.0,0,0,1,0,0,1,86
flat,railway officers rpf society,sector 9a,1.25,6921.0,1806.0,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,South-West,Old Property,,,1806.0,0,0,0,1,0,0,12
house,independent,sector 38,3.5,24266.0,1442.3626,Carpet area: 160 (133.78 sq.m.),3,3,2,1.0,East,Relatively New,,,160.0,0,0,0,0,0,0,0
flat,satya the hermitage,sector 103,1.12,5625.0,1991.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,9.0,not available,New Property,1991.0,,1500.0,0,0,0,1,0,0,49
house,independent,sector 6,0.5,14076.0,355.20869999999996,Plot area 40(33.45 sq.m.),5,3,3,3.0,not available,Old Property,,360.0,,0,0,0,0,0,1,0
house,independent,sector 55,5.0,44240.0,1130.2095,Plot area 125(104.52 sq.m.)Built Up area: 115 sq.yards (96.15 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),9,9,3+,5.0,East,New Property,,115.0,100.0,1,0,0,0,0,0,44
house,independent,sector 40,5.0,21114.0,2368.058,Plot area 263(219.9 sq.m.),9,9,3+,3.0,North-West,Moderately Old,,2367.0,,0,1,0,1,0,0,83
flat,suncity vatsal valley,gwal pahari,1.53,10699.0,1430.0,Carpet area: 1430 (132.85 sq.m.),3,3,3,2.0,North-East,New Property,,,1430.0,0,0,0,0,0,0,117
flat,bestech park view grand spa,sector 81,4.7,6786.0,6926.0,Super Built up area 6926(643.45 sq.m.),4,4,3+,19.0,North,Relatively New,6926.0,,,0,0,0,1,0,0,140
