property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,adani oyster greens,sector 102,1.9,10058.0,1889.0,Carpet area: 1889 (175.49 sq.m.),3,3,3+,9.0,North-East,Relatively New,,,1889.0,0,1,1,0,1,1,0
flat,dlf new town heights,sector 90,1.55,6557.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,1.0,South-East,Relatively New,2364.0,,,0,0,1,1,0,0,81
flat,sobha city,sector 108,3.95,16859.0,2343.0,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3,4,2,15.0,West,Relatively New,2343.0,,1512.0,0,0,0,1,0,1,49
flat,ansal housing highland park,sector 103,2.0,7491.0,2670.0,Super Built up area 2670(248.05 sq.m.),4,5,3+,14.0,not available,New Property,2670.0,,,0,0,0,1,0,0,45
flat,mm soulitude,sector 89,1.25,8784.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,3.0,not available,New Property,,,1423.0,0,0,0,0,1,0,49
flat,suncity avenue,sector 76,0.75,10204.0,735.0,Super Built up area 735(68.28 sq.m.),2,2,2,11.0,not available,Under Construction,735.0,,,0,0,0,0,0,1,0
flat,signature global park,sohna road,0.55,6691.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,East,Undefined,,,822.0,0,0,0,0,0,0,58
house,independent,sector 37d,1.16,7536.0,1539.2377,Built Up area: 1535 (142.61 sq.m.),1,1,0,1.0,not available,Undefined,,1535.0,,0,0,0,0,0,1,0
flat,rof aalayas,sector 102,0.45,6000.0,750.0,Built Up area: 750 (69.68 sq.m.),1,1,2,6.0,not available,Undefined,,750.0,,0,0,0,0,0,1,0
flat,gls arawali homes,sohna road,0.3,5291.0,567.0,Built Up area: 567 (52.68 sq.m.),2,2,0,10.0,not available,Undefined,,567.0,,0,0,0,0,0,0,0
flat,mm sierra,sector 68,1.05,8537.0,1230.0,Super Built up area 1230(114.27 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,11.0,North-East,New Property,1230.0,1200.0,1000.0,0,0,0,0,0,0,127
flat,bajrang apartments,sector 6,0.38,4471.0,850.0,Carpet area: 850 (78.97 sq.m.),2,2,2,1.0,not available,Moderately Old,,,850.0,0,0,0,0,0,1,0
house,independent,sector 51,2.25,24885.0,904.1676,Plot area 100(83.61 sq.m.),6,3,3+,3.0,North-West,Relatively New,,900.0,,0,0,0,0,0,1,54
house,satya the legend,sector 57,9.25,16003.0,5780.2143,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5,5,3+,4.0,North-East,Relatively New,,630.0,620.0,0,1,1,1,1,0,160
flat,supertech araville,sector 79,1.35,6941.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,4.0,not available,Relatively New,,,1945.0,0,0,0,0,0,1,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,915.0,Carpet area: 915 (85.01 sq.m.),2,2,2,0.0,not available,Undefined,,,915.0,0,0,0,0,0,1,49
house,unitech uniworld resorts,sector 33,9.5,19333.0,4914.0,Plot area 546(50.73 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,4914.0,,0,0,0,0,0,0,40
flat,umang monsoon breeze,sector 78,1.15,5285.0,2176.0,Super Built up area 2176(202.16 sq.m.),3,3,3,9.0,not available,Moderately Old,2176.0,,,1,0,0,1,0,0,22
flat,shri banke bihari society,sector 56,1.35,9643.0,1400.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,4.0,not available,Old Property,1500.0,1450.0,1400.0,1,0,0,0,0,0,174
flat,ashiana mulberry,sohna road,1.05,5412.0,1940.0,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3,1.0,North,New Property,1940.0,1175.97,834.96,0,0,0,0,1,1,49
flat,emaar palm heights,sector 77,2.1,10370.0,2025.0,Super Built up area 2025(188.13 sq.m.),3,3,3,17.0,not available,New Property,2025.0,,,0,0,0,1,1,1,8
flat,aipl the peaceful homes,sector 70a,2.52,10723.0,2350.0,Super Built up area 2350(218.32 sq.m.),3,4,3,8.0,West,Relatively New,2350.0,,,0,0,0,1,0,1,174
flat,unitech the residences,sector 33,1.55,9873.0,1570.0,Super Built up area 1570(145.86 sq.m.),3,4,1,1.0,South,Relatively New,1570.0,,,0,0,0,1,0,1,37
house,independent,sector 8,0.45,9088.0,495.13939999999997,Carpet area: 500 (46.45 sq.m.),1,1,1,3.0,East,Undefined,,,500.0,0,0,0,0,0,0,0
house,independent,sector 5,1.0,6684.0,1496.1821,Built Up area: 1500 (139.35 sq.m.),1,1,0,1.0,not available,Undefined,,1500.0,,0,0,0,0,0,1,0
house,eros rosewood city,sector 49,1.6,29729.0,538.1949999999999,Plot area 60(50.17 sq.m.),4,4,3,4.0,East,New Property,,540.0,,0,0,0,0,0,0,27
house,independent,sector 45,16.0,35561.0,4499.3102,Plot area 500(418.06 sq.m.),6,7,3+,3.0,East,Relatively New,,4500.0,,0,1,1,1,1,0,105
house,rwa sector,sector 46,4.5,24448.0,1840.6269,Plot area 204(170.57 sq.m.)Built Up area: 206 sq.yards (172.24 sq.m.)Carpet area: 205 sq.yards (171.41 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,206.0,205.0,0,1,0,0,0,0,80
house,international city by sobha phase,sector 109,6.0,9627.0,6232.2981,Plot area 692(578.6 sq.m.),4,5,3,2.0,North-East,Moderately Old,,6228.0,,0,0,0,0,0,1,76
house,sare crescent parc royal greens phase,sector 92,0.85,4875.0,1743.7518,Built Up area: 1743 (161.93 sq.m.),4,4,3,4.0,not available,Undefined,,1743.0,,0,0,0,0,0,1,0
flat,signature global city a,sector 63a,1.4,11336.0,1235.0,Carpet area: 1235 (114.74 sq.m.),2,2,2,3.0,East,Undefined,,,1235.0,1,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.65,7449.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2214 sq.ft. (205.69 sq.m.)Carpet area: 2213 sq.ft. (205.59 sq.m.),4,4,3+,15.0,East,Relatively New,2215.0,2214.0,2213.0,0,0,0,0,0,0,158
flat,belgravia resort residences,sector 48,3.45,18459.0,1869.0,Built Up area: 1869 (173.64 sq.m.),3,3,3,14.0,West,Undefined,,1869.0,,0,0,0,0,0,1,0
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),2,2,3,14.0,South-East,Relatively New,1534.0,,1260.0,0,0,0,0,1,0,28
flat,signature global park,sohna road,0.9,6254.0,1439.0,Carpet area: 1439 (133.69 sq.m.),3,3,3,3.0,North-West,Relatively New,,,1439.0,0,0,1,0,0,0,96
house,dlf city plots phase,sector 25,6.5,33548.0,1937.502,Plot area 215(179.77 sq.m.),9,9,3+,3.0,West,Old Property,,1935.0,,0,1,1,1,1,0,142
house,independent,sector 5,1.5,4995.0,3003.1281,Built Up area: 3000 (278.71 sq.m.),6,1,0,1.0,not available,New Property,,3000.0,,0,0,0,0,0,0,0
house,ansal sushant lok plots,sector 43,3.3,26659.0,1237.8485,Plot area 138(115.39 sq.m.),1,1,0,,not available,Under Construction,,1242.0,,0,0,0,0,0,0,0
flat,kendriya vihar,sector 56,0.58,9587.0,605.0,Carpet area: 605 (56.21 sq.m.),1,1,1,1.0,not available,Old Property,,,605.0,0,0,0,0,0,1,77
house,independent,sector 92,1.8,7636.0,2357.2941,Built Up area: 2360 (219.25 sq.m.),4,5,0,13.0,not available,Undefined,,2360.0,,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.79,8081.0,2215.0,Carpet area: 2215 (205.78 sq.m.),4,3,3+,10.0,North-East,Moderately Old,,,2215.0,0,0,0,0,0,1,63
flat,ats tourmaline,sector 109,1.65,7674.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,16.0,North-East,Relatively New,2150.0,,,0,0,0,1,0,0,49
flat,emaar palm gardens,sector 83,1.72,9053.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,4.0,South,Relatively New,1900.0,1600.0,1240.04,0,0,0,1,0,0,165
flat,emaar mgf palm hills,sector 77,1.25,8621.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,4,3,1.0,West,Relatively New,,,1450.0,0,0,0,1,0,0,104
flat,guru gram haryana cghs,sector 56,1.39,7228.0,1923.0,Super Built up area 1920(178.37 sq.m.),3,3,3,4.0,North,Moderately Old,1920.0,,,0,0,0,0,1,0,134
house,independent,sector 2,5.0,15381.0,3250.6978,Carpet area: 3250 (301.93 sq.m.),6,6,2,1.0,South,Undefined,,,3250.0,0,0,0,0,0,1,0
flat,nbcc heights,sector 89,1.5,7059.0,2125.0,Super Built up area 2125(197.42 sq.m.),3,3,3,8.0,not available,Relatively New,2125.0,,,0,0,0,1,1,1,105
house,independent,sector 105,1.1,12166.0,904.1676,Carpet area: 900 (83.61 sq.m.),6,4,1,1.0,South-West,Undefined,,,900.0,0,0,0,0,0,0,0
house,sector rwa,sector 38,1.4,24086.0,581.2506,Plot area 65(54.35 sq.m.)Built Up area: 62 sq.yards (51.84 sq.m.)Carpet area: 60 sq.yards (50.17 sq.m.),8,8,3,4.0,East,Moderately Old,,62.0,60.0,1,0,0,0,0,0,40
house,independent,sector 2,3.0,19221.0,1560.7655,Plot area 173(144.65 sq.m.),6,4,3+,3.0,South,Old Property,,1557.0,,0,0,0,0,0,0,28
flat,puri diplomatic greens,sector 111,3.4,11525.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,14.0,East,Relatively New,2950.0,,,0,0,0,1,0,0,94
flat,tulip violet,sector 69,1.55,9823.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,9.0,North-East,Relatively New,1578.0,,,0,0,1,0,0,0,165
flat,lotus homz,sector 111,0.36,8889.0,405.0,Carpet area: 405 (37.63 sq.m.),1,1,1,10.0,not available,Relatively New,,,405.0,0,0,0,0,0,0,44
flat,krrish provence estate,gwal pahari,7.5,7500.0,10000.0,Super Built up area 10000(929.03 sq.m.),5,6,3+,23.0,North-East,Relatively New,10000.0,,,1,0,1,1,0,0,49
flat,millenium bajrang society,sector 43,2.5,9434.0,2650.0,Super Built up area 2650(246.19 sq.m.),4,4,3+,2.0,South,Relatively New,2650.0,,,0,0,0,0,0,0,94
flat,experion the heartsong,sector 108,2.0,8554.0,2338.0,Super Built up area 2338(217.21 sq.m.),3,3,3+,14.0,East,Relatively New,2338.0,,,0,0,0,1,0,1,95
flat,mm skywalk,sector 74,1.47,10954.0,1342.0,Super Built up area 1415(131.46 sq.m.),2,2,3,26.0,not available,New Property,1415.0,,,0,0,0,0,0,0,31
house,huda sector-gurgaon,sector 56,3.6,24774.0,1453.1264999999999,Plot area 161(134.62 sq.m.),5,5,3+,3.0,North-East,Moderately Old,,1449.0,,1,0,0,0,0,1,47
flat,bestech park view spa next,sector 67,2.85,12128.0,2350.0,Super Built up area 2350(218.32 sq.m.),4,4,3+,5.0,South,Moderately Old,2350.0,,,0,0,1,1,0,0,149
flat,emaar mgf the palm drive,sector 66,3.5,16471.0,2125.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 2125 sq.ft. (197.42 sq.m.),3,4,3,6.0,North,Relatively New,2200.0,2150.0,2125.0,0,0,0,1,0,1,68
flat,puri diplomatic greens,sector 111,3.7,12542.0,2950.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),4,5,3+,12.0,South-East,Relatively New,2950.0,2650.0,2450.0,0,0,0,1,0,0,158
flat,chd avenue,sector 71,1.1,6104.0,1802.0,Super Built up area 1802(167.41 sq.m.),3,4,3,3.0,South,Moderately Old,1802.0,,,0,0,0,1,0,0,26
flat,gls arawali homes,sohna road,0.27,4688.0,576.0,Carpet area: 576 (53.51 sq.m.),2,2,2,1.0,East,New Property,,,576.0,0,0,0,0,0,1,35
flat,vatika independent floors,sector 82,1.45,8056.0,1800.0,Built Up area: 1800 (167.23 sq.m.),4,3,0,1.0,not available,Undefined,,1800.0,,0,0,0,0,0,1,50
house,independent,sector 26,20.0,44451.0,4499.3102,Plot area 500(418.06 sq.m.),5,7,3+,3.0,West,Relatively New,,4500.0,,0,0,1,1,0,2,97
flat,orris aster court premier,sector 85,1.2,5660.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,4,2,6.0,North-East,Relatively New,2120.0,1650.0,1550.0,0,0,0,1,0,1,28
house,eros rosewood villas,sector 49,2.8,14737.0,1900.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,2.0,East,Moderately Old,,1900.0,1800.0,0,0,1,0,0,1,68
flat,tulip purple,sector 69,1.92,8000.0,2400.0,Super Built up area 2400(222.97 sq.m.),4,5,3+,5.0,East,Relatively New,2400.0,,,0,0,0,1,0,0,158
flat,ats triumph,sector 104,2.6,8254.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,12.0,South,Relatively New,3150.0,,,0,0,0,1,0,0,118
flat,emaar palm gardens,sector 83,1.4,9675.0,1447.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),3,3,3,11.0,North,Relatively New,1720.0,,1447.0,0,0,0,1,0,2,58
flat,mm latitude,sector 65,4.6,26791.0,1717.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,New Property,,,1717.0,0,1,1,1,1,1,115
flat,hcbs sports ville,sohna road,0.28,3769.0,743.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,11.0,East,Relatively New,,743.0,643.0,0,0,0,0,0,0,38
flat,paras dews,sector 106,1.35,6429.0,2100.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,18.0,North-East,Relatively New,2355.0,2100.0,1850.0,0,0,1,1,0,0,174
flat,shri ram apartments,sector 4,0.46,5111.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,1.0,East,Relatively New,,,900.0,0,0,0,0,0,0,69
house,independent,sector 7,3.1,13780.0,2249.6551,Plot area 250(209.03 sq.m.),3,3,2,2.0,North-West,Old Property,,2250.0,,0,0,0,0,0,1,22
flat,godrej oasis,sector 88a,1.29,7799.0,1654.0,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),3,3,3,5.0,not available,New Property,1629.0,,1628.0,1,0,0,0,1,1,65
flat,godrej nature plus,sector 33,1.67,10503.0,1590.0,Carpet area: 1671 (155.24 sq.m.),3,2,2,18.0,not available,Undefined,,,1671.0,0,0,0,0,0,1,67
flat,la vida by tata housing,sector 113,2.78,10335.0,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,North-East,Relatively New,2690.0,2350.0,2170.0,0,0,0,1,0,1,174
flat,spaze privvy the address,sector 93,1.25,6898.0,1812.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,North-East,Relatively New,1805.0,1350.0,1100.0,0,0,0,0,0,0,96
flat,pyramid urban homes,sector 86,0.5,9615.0,520.0,Carpet area: 520 (48.31 sq.m.),2,2,1,10.0,not available,Relatively New,,,520.0,0,0,0,0,0,0,15
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,0.0,North-East,Relatively New,1650.0,,,0,0,0,1,1,0,159
house,independent,sector 28,11.75,41349.0,2841.6695999999997,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,2844.0,,0,1,0,1,1,0,54
flat,emaar gurgaon greens,sector 102,1.45,8788.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,North-East,Relatively New,1650.0,,,0,0,0,1,0,0,159
flat,sare crescent parc,sector 92,0.66,4977.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15.0,North,Relatively New,,,1326.0,0,0,0,0,0,2,44
flat,signature global city,sector 92,0.99,6622.0,1495.0,Carpet area: 1495 (138.89 sq.m.),3,2,3,1.0,East,New Property,,,1495.0,1,0,0,0,0,1,37
flat,rof aindependentda,sector 95,0.26,6842.0,380.0,Carpet area: 380 (35.3 sq.m.),1,1,1,8.0,North,New Property,,,380.0,0,0,0,0,0,1,49
flat,whiteland the aspen,sector 76,3.35,17613.0,1902.0,Carpet area: 1900 (176.52 sq.m.),3,4,3+,5.0,North-East,Undefined,,,1900.0,0,0,0,1,0,2,151
flat,smart world orchard,sector 61,1.47,12250.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,not available,Undefined,,,1200.0,0,0,0,0,1,0,76
house,independent,sector 26,4.5,33445.0,1345.4875,Plot area 150(125.42 sq.m.),3,3,2,2.0,West,Old Property,,1350.0,,0,0,1,0,0,0,58
flat,signature global solera,sector 107,0.36,6569.0,548.0,Super Built up area 548(50.91 sq.m.),2,2,1,9.0,South,Relatively New,548.0,,,0,0,0,0,0,1,28
flat,kiran residency,sector 56,1.54,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,4,3+,5.0,South,Old Property,2000.0,1900.0,1850.0,0,0,0,1,0,0,98
flat,mm golfestate,sector 65,6.15,15999.0,3844.0,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,West,Relatively New,,,3844.0,0,0,0,1,0,2,49
flat,raheja vedaanta,sector 108,0.8,4080.0,1961.0,Super Built up area 1838(170.76 sq.m.),3,3,3,9.0,North-East,Relatively New,1838.0,,,0,0,1,0,0,1,174
flat,chintamani,sector 103,1.57,8509.0,1845.0,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,North-East,Undefined,,1845.0,1350.0,0,0,0,0,0,1,0
flat,bestech park view grand spa,sector 81,3.3,12222.0,2700.0,Super Built up area 3470(322.37 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4,5,3+,4.0,North-East,Relatively New,3470.0,,2700.0,0,0,0,1,1,0,174
flat,ss the leaf,sector 85,1.04,5974.0,1741.0,Super Built up area 1741(161.74 sq.m.),2,3,3+,4.0,West,Relatively New,1741.0,,,0,1,0,0,0,1,113
flat,godrej,sector 33,0.95,6859.0,1385.0,Super Built up area 1385(128.67 sq.m.),2,2,3+,3.0,South-East,Under Construction,1385.0,,,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.84,7641.0,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,8.0,South-East,Relatively New,2408.0,,1685.0,0,0,1,0,0,1,158
flat,sare green parc,sector 92,0.61,4837.0,1261.0,Super Built up area 1261(117.15 sq.m.),3,2,2,6.0,not available,Under Construction,1261.0,,,1,0,0,0,0,1,0
flat,emaar gurgaon greens,sector 102,1.6,9697.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,8.0,not available,Relatively New,1650.0,,1022.58,0,0,0,0,0,1,46
flat,paras dews,sector 106,1.32,5605.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,11.0,South-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,1,0,1,49
flat,imperia the esfera,sector 37c,0.86,5450.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,1578.0,,1310.0,1,0,0,0,1,0,49
flat,paras dews,sector 106,1.42,6030.0,2355.0,Super Built up area 2355(218.79 sq.m.),4,6,3+,11.0,North-East,Relatively New,2355.0,,,0,0,0,1,0,1,143
flat,godrej summit,sector 104,1.3,7893.0,1647.0,Super Built up area 1647(153.01 sq.m.),3,3,3,8.0,not available,New Property,1647.0,,,1,0,0,0,0,1,103
house,ss omnia,sector 86,0.42,9333.0,450.0,Plot area 50(4.65 sq.m.),5,3,2,3.0,not available,Relatively New,,450.0,,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,1.55,11654.0,1330.0,Super Built up area 1330(123.56 sq.m.)Built Up area: 1276 sq.ft. (118.54 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),2,2,3,2.0,North-East,New Property,1330.0,1276.0,1180.0,0,0,0,0,0,1,174
flat,aipl peaceful homes,sector 70a,2.75,12791.0,2150.0,Built Up area: 2150 (199.74 sq.m.),3,3,3+,14.0,North-East,Undefined,,2150.0,,0,0,0,0,0,1,0
flat,sare crescent parc royal greens phase,sector 92,0.79,6086.0,1298.0,Super Built up area 1298(120.59 sq.m.),3,2,2,15.0,not available,New Property,1298.0,,,0,0,0,0,0,1,25
house,unitech espace,sector 50,11.29,34846.0,3239.9339,Plot area 360(301.01 sq.m.),5,5,3+,2.0,not available,Moderately Old,,3240.0,,0,0,1,0,1,1,21
flat,suncity avenue,sector 102,0.48,9023.0,532.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2,2,1,5.0,North-East,Relatively New,632.0,,532.0,0,1,0,0,0,1,159
flat,pareena mi casa,sector 68,1.0,8163.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2,2,2,16.0,not available,New Property,,,1225.0,0,0,0,1,0,0,65
flat,zara aavaas,sector 104,0.65,8519.0,763.0,Carpet area: 763 (70.89 sq.m.),3,2,2,7.0,not available,New Property,,,763.0,0,0,0,0,0,1,65
flat,sare crescent parc royal greens phase,sector 92,0.65,4511.0,1441.0,Super Built up area 1440.45(133.82 sq.m.),3,3,3,1.0,East,Moderately Old,1440.45,,,0,0,0,0,0,1,91
flat,bestech park view grand spa,sector 81,2.29,8609.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10.0,North-East,Relatively New,2660.0,,2000.0,0,0,0,1,1,2,174
flat,huda housing board society,sector 52,0.45,9740.0,462.0,Carpet area: 461.77 (42.9 sq.m.),1,1,0,0.0,North-West,Moderately Old,,,461.77131,0,0,1,0,0,0,43
flat,sbtl caladium,sector 109,1.63,6405.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,2,8.0,North-West,Relatively New,2545.0,,,0,0,0,1,0,0,159
flat,indiabulls enigma,sector 110,3.3,9851.0,3350.0,Super Built up area 3350(311.23 sq.m.),4,5,3,7.0,East,Relatively New,3350.0,,,0,0,0,1,0,1,101
house,independent,sector 4,0.61,11111.0,549.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderately Old,,549.0,,1,0,0,0,0,1,14
flat,parsvnath green ville,sector 48,1.5,8787.0,1707.0,Super Built up area 1707(158.59 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,1.0,North,Old Property,1707.0,1600.0,1400.0,0,0,0,0,0,0,128
flat,sare homes,sector 92,0.95,4872.0,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,13.0,not available,New Property,1950.0,,,0,0,0,0,0,1,0
flat,smart world orchard,sector 61,2.3,14110.0,1630.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2.0,not available,Undefined,1630.0,,,0,0,0,0,1,0,79
house,independent,sector 11,4.0,19767.0,2023.6132,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,4,1,2.0,North-East,Undefined,,225.0,180.0,0,0,0,0,0,1,0
flat,mapsko mount ville,sector 79,1.2,8054.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,24.0,East,Relatively New,1490.0,,863.91,0,0,0,0,0,0,135
house,independent,sector 12,1.4,9357.0,1496.1821,Plot area 166(138.8 sq.m.),2,2,1,2.0,North-East,Old Property,,1494.0,,0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,2.05,8999.0,2278.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,5.0,not available,Relatively New,2215.0,,,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,2.2,5641.0,3900.0,Super Built up area 3950(366.97 sq.m.)Built Up area: 3920 sq.ft. (364.18 sq.m.)Carpet area: 3900 sq.ft. (362.32 sq.m.),4,6,3,10.0,North-West,Relatively New,3950.0,3920.0,3900.0,0,0,0,1,0,1,174
flat,ansal height,sector 86,0.8,5882.0,1360.0,Built Up area: 1360 (126.35 sq.m.),2,2,0,1.0,not available,Undefined,,1360.0,,0,0,0,0,0,1,0
flat,dlf regency park,sector 28,2.3,11819.0,1946.0,Built Up area: 1777 (165.09 sq.m.),3,3,3,7.0,North-East,Moderately Old,,1777.0,,0,0,0,1,0,1,117
flat,ireo the corridors,sector 67a,1.4,9434.0,1484.0,Super Built up area 1484(137.87 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),2,2,2,8.0,North,Relatively New,1484.0,,860.0,1,0,0,0,1,1,90
house,malibu towne,sector 47,8.5,52998.0,1603.8211,Built Up area: 1600 (148.64 sq.m.),12,12,3+,4.0,North,New Property,,1600.0,,0,0,0,0,0,0,99
flat,the close north,sector 50,2.65,10685.0,2480.0,Super Built up area 2480(230.4 sq.m.)Built Up area: 2470 sq.ft. (229.47 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,6.0,North,Moderately Old,2480.0,2470.0,2000.0,0,0,0,1,0,0,174
house,ansals palam vihar,sector 2,9.0,19221.0,4682.2964999999995,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,Old Property,,4680.0,,0,1,1,1,1,2,110
flat,ramprastha the edge towers,sector 37d,1.0,5650.0,1770.0,Super Built up area 1770(164.44 sq.m.),3,3,3+,13.0,not available,Moderately Old,1770.0,,,0,0,0,0,0,1,38
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,1395.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,10.0,North-East,Relatively New,1395.0,,809.0,0,0,0,1,0,0,124
flat,raheja vanya,sector 99a,0.59,3976.0,1484.0,Super Built up area 1252.13(116.33 sq.m.),2,2,3,1.0,East,Undefined,1252.13,,,1,0,0,0,0,1,96
flat,signature global grand iva,sector 103,0.3,8287.0,362.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,not available,New Property,,,361.882318,0,0,0,0,0,1,37
